Binomial,Area,Group,Year,Family,Category,Conser_research_effort,Realm,ROi,ERi,General_research_effort,Nº cong species,CSi,Total_RO_nas_congeneric_species,ROCSi,RPM
Dibamus taylori,3579.270881,lizard,1985,DIBAMIDAE,NC,0,Oriental,0.998355263,0.5,1,21,0.948529412,12,0.996509599,2.470874768
Dibamus tebal,1780.613968,lizard,2009,DIBAMIDAE,NC,0,Oriental,0.998355263,0.5,1,21,0.948529412,12,0.996509599,2.470874768
Parvoscincus abstrusus,1360.282222,lizard,2013,SCINCIDAE,NC,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Parvoscincus arvindiesmosi,2857.029712,lizard,2013,SCINCIDAE,NC,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Parvoscincus boyingi,9674.993139,lizard,2010,SCINCIDAE,NC,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Parvoscincus jimmymcguirei,28709.93319,lizard,2013,SCINCIDAE,NC,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Parvoscincus lawtoni,115.787569,lizard,1980,SCINCIDAE,NC,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Parvoscincus palawanensis,1688.051715,lizard,1961,SCINCIDAE,DD,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Parvoscincus steerei,268819.7237,lizard,1908,SCINCIDAE,NC,0,Oriental,1,0.5,0,23,0.943627451,10,0.997091332,2.470359392
Pseudocalotes andamanensis,1434.194376,lizard,1891,AGAMIDAE,NC,0,Oriental,0.996710526,0.5,2,20,0.950980392,18,0.994764398,2.469582921
Afrotyphlops elegans,189.540506,snake,1868,TYPHLOPIDAE,NC,0,Afrotropical,1,0.5,0,25,0.93872549,1,0.999709133,2.469217312
Amphiglossus andranovahensis,19492.91785,lizard,1933,SCINCIDAE,DD,0,Madagascan,1,0.5,0,24,0.941176471,13,0.996218732,2.468697601
Paroedura hordiesi,265.587131,lizard,2014,GEKKONIDAE,NC,0,Madagascan,0.996710526,0.5,2,17,0.958333333,50,0.985456661,2.468605523
Paroedura stellata,203.203329,lizard,2012,GEKKONIDAE,NC,0,Madagascan,0.996710526,0.5,2,17,0.958333333,50,0.985456661,2.468605523
Pseudocalotes tympanistriga,8713.933309,lizard,1831,AGAMIDAE,NC,0,Oriental,0.995065789,0.5,3,20,0.950980392,17,0.995055265,2.468083618
Tropidonophis dolasii,2035.781482,snake,2004,NATRICIDAE,DD,0,Oceanina,1,0.5,0,18,0.955882353,71,0.979348458,2.467615406
Tropidonophis elongatus,86743.13616,snake,1865,NATRICIDAE,DD,0,Oceanina,1,0.5,0,18,0.955882353,71,0.979348458,2.467615406
Tropidonophis punctiventris,18107.47203,snake,1895,NATRICIDAE,DD,0,Oceanina,1,0.5,0,18,0.955882353,71,0.979348458,2.467615406
Tropidonophis truncatus,21649.97459,snake,1863,NATRICIDAE,NC,0,Oceanina,1,0.5,0,18,0.955882353,71,0.979348458,2.467615406
Platyceps insulanus,25.702719,snake,1965,COLUBRIDAE,DD,0,Saharo-Arabian,1,0.5,0,22,0.946078431,39,0.988656195,2.467367313
Platyceps largeni,21.584277,snake,2001,COLUBRIDAE,NC,0,Afrotropical,1,0.5,0,22,0.946078431,39,0.988656195,2.467367313
Parvoscincus laterimaculatus,3255.938178,lizard,1980,SCINCIDAE,NC,0,Oriental,0.996710526,0.5,2,23,0.943627451,8,0.997673066,2.467360785
Parvoscincus leucospilos,21280.293,lizard,1872,SCINCIDAE,NC,0,Oriental,0.996710526,0.5,2,23,0.943627451,8,0.997673066,2.467360785
Amphiglossus elongatus,9171.246018,lizard,1933,SCINCIDAE,DD,1,Madagascan,0.998355263,0.5,1,24,0.941176471,12,0.996509599,2.467198298
Lipinia macrotympanum,1733.877416,lizard,1873,SCINCIDAE,NC,0,Oriental,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Lipinia occidentalis,3222.135259,lizard,2000,SCINCIDAE,NC,0,Oceanina,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Lipinia rabori,5467.229146,lizard,1956,SCINCIDAE,DD,0,Oriental,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Lipinia relicta,35798.04277,lizard,1892,SCINCIDAE,NC,0,Oriental,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Lipinia semperi,273.65578,lizard,1867,SCINCIDAE,DD,0,Oriental,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Lipinia subvittata,39134.44228,lizard,1873,SCINCIDAE,NC,0,Oriental,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Lipinia vulcania,31571.60986,lizard,1858,SCINCIDAE,DD,0,Oriental,1,0.5,0,27,0.933823529,22,0.993600931,2.46371223
Gloydius lijianlii,9.996281,snake,2009,VIPERIDAE,NC,0,Sino-Japanese,1,0.5,0,11,0.973039216,158,0.954043048,2.463541132
Letheobia newtoni,956.666012,snake,1890,TYPHLOPIDAE,NC,0,Afrotropical,1,0.5,0,30,0.926470588,7,0.997963933,2.46221726
Chelodina gunaleni,36277.12562,turtle,2007,CHELIDAE,NC,0,Oceanina,1,0.5,0,14,0.965686275,148,0.956951716,2.461318995
Coluber barbouri,108.219268,snake,1921,COLUBRIDAE,NC,0,Nearctic,1,0.5,0,17,0.958333333,126,0.963350785,2.460842059
Leiocephalus jamaicensis,3656.764476,lizard,1966,TROPIDURIDAE,NC,0,Panamanian,1,0.5,0,26,0.93627451,53,0.984584061,2.460429285
Tropidophis curtus,1614.783114,snake,1887,TROPIDOPHIIDAE,NC,0,Panamanian,1,0.5,0,31,0.924019608,12,0.996509599,2.460264603
Tropidophis feicki,6980.454466,snake,1957,TROPIDOPHIIDAE,NC,0,Panamanian,1,0.5,0,31,0.924019608,12,0.996509599,2.460264603
Tropidophis greenwayi,355.559614,snake,1936,TROPIDOPHIIDAE,NC,0,Panamanian,1,0.5,0,31,0.924019608,12,0.996509599,2.460264603
Tropidophis semicinctus,11189.43753,snake,1864,TROPIDOPHIIDAE,NC,0,Panamanian,1,0.5,0,31,0.924019608,12,0.996509599,2.460264603
Tropidophis galacelidus,2176.479946,snake,1975,TROPIDOPHIIDAE,NC,0,Panamanian,0.998355263,0.5,1,31,0.924019608,11,0.996800465,2.4587653
Tropidophis hardyi,1439.192762,snake,1975,TROPIDOPHIIDAE,NC,0,Panamanian,0.998355263,0.5,1,31,0.924019608,11,0.996800465,2.4587653
Lygosoma opisthorhodum,15028.02665,lizard,1910,SCINCIDAE,NC,0,Oriental,1,0.5,0,32,0.921568627,16,0.995346131,2.458457379
Lygosoma singha,1009.495969,lizard,1950,SCINCIDAE,DD,0,Oriental,1,0.5,0,32,0.921568627,16,0.995346131,2.458457379
Lipinia noctua,385515.1722,lizard,1830,SCINCIDAE,NC,0,Australian,0.991776316,0.5,5,27,0.933823529,17,0.995055265,2.456215713
Rhabdophis chrysargoides,66582.24196,snake,1858,NATRICIDAE,DD,0,Oriental,1,0.5,0,25,0.93872549,93,0.972949389,2.45583744
Tropidophis haetianus,69550.26497,snake,1879,TROPIDOPHIIDAE,NC,1,Panamanian,0.995065789,0.5,3,31,0.924019608,9,0.997382199,2.455766693
Tropidophis melanurus,89307.78006,snake,1837,TROPIDOPHIIDAE,NC,0,Panamanian,0.995065789,0.5,3,31,0.924019608,9,0.997382199,2.455766693
Japalura brevipes,29226.55322,lizard,1936,AGAMIDAE,NC,0,Oriental,0.996710526,0.5,2,27,0.933823529,68,0.980221059,2.45373282
Eutropis andamanensis,6966.91921,lizard,1935,SCINCIDAE,NC,0,Oriental,1,0.5,0,32,0.921568627,49,0.985747528,2.453658078
Eutropis englei,18440.19632,lizard,1925,SCINCIDAE,DD,0,Oriental,1,0.5,0,32,0.921568627,49,0.985747528,2.453658078
Eutropis multicarinata,271057.7628,lizard,1845,SCINCIDAE,NC,0,Oceanina,1,0.5,0,32,0.921568627,49,0.985747528,2.453658078
Eutropis tytleri,11.144577,lizard,1868,SCINCIDAE,NC,0,Oriental,1,0.5,0,32,0.921568627,49,0.985747528,2.453658078
Eutropis grandis,15345.82263,lizard,2007,SCINCIDAE,NC,0,Oriental,0.998355263,0.5,1,32,0.921568627,48,0.986038394,2.452158774
Brachymeles bicolandia,9692.077107,lizard,2011,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles boholensis,3971.513424,lizard,1967,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles brevidactylus,1233.077459,lizard,2011,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles cobos,1487.968381,lizard,2011,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles elerae,295230.5848,lizard,1917,SCINCIDAE,DD,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles hilong,15735.93786,lizard,1967,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles kadwa,104777.1478,lizard,2010,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles libayani,1004.377792,lizard,2011,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles makusog,5533.944691,lizard,2010,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles mindorensis,9947.012338,lizard,1967,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles paeforum,7069.640091,lizard,2011,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles suluensis,1303.838348,lizard,1918,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles tiboliorum,16561.3737,lizard,2012,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles tungaoi,3249.50189,lizard,2010,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles vindumi,930.101945,lizard,2010,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles vulcani,483.998862,lizard,2012,SCINCIDAE,NC,0,Oriental,1,0.5,0,37,0.909313725,22,0.993600931,2.451457328
Brachymeles orientalis,11949.09362,lizard,1967,SCINCIDAE,NC,0,Oriental,0.998355263,0.5,1,37,0.909313725,21,0.993891798,2.449958025
Brachymeles pathfinderi,17543.33576,lizard,1925,SCINCIDAE,DD,0,Oriental,0.998355263,0.5,1,37,0.909313725,21,0.993891798,2.449958025
Brachymeles samad,20675.46806,lizard,2012,SCINCIDAE,NC,0,Oriental,0.998355263,0.5,1,37,0.909313725,21,0.993891798,2.449958025
Brachymeles taylori,17404.928,lizard,1956,SCINCIDAE,NC,0,Oriental,0.998355263,0.5,1,37,0.909313725,21,0.993891798,2.449958025
Takydromus sauteri,11518.58272,lizard,1909,LACERTIDAE,NC,0,Oriental,0.996710526,0.5,2,21,0.948529412,150,0.956369983,2.449160223
Pseudechis papuanus,57661.70089,snake,1878,ELAPIDAE,DD,0,Oceanina,0.983552632,0.5,10,9,0.977941176,169,0.950843514,2.447944977
Lepidodactylus flaviocularis,5374.120213,lizard,1992,GEKKONIDAE,DD,0,Oceanina,1,0.5,0,31,0.924019608,101,0.970622455,2.447321031
Lepidodactylus mutahi,8673.976249,lizard,1977,GEKKONIDAE,DD,0,Oceanina,1,0.5,0,31,0.924019608,101,0.970622455,2.447321031
Lepidodactylus oortii,4629.719745,lizard,1926,GEKKONIDAE,DD,0,Oriental,1,0.5,0,31,0.924019608,101,0.970622455,2.447321031
Lepidodactylus shebae,5374.120213,lizard,1949,GEKKONIDAE,DD,0,Oceanina,1,0.5,0,31,0.924019608,101,0.970622455,2.447321031
Lepidodactylus woodfordi,280.373759,lizard,1887,GEKKONIDAE,NC,0,Oceanina,1,0.5,0,31,0.924019608,101,0.970622455,2.447321031
Lepidodactylus yami,59.716143,lizard,1987,GEKKONIDAE,NC,0,Oriental,1,0.5,0,31,0.924019608,101,0.970622455,2.447321031
Draco beccarii,73886.15623,lizard,1878,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco biaro,26.305749,lizard,1987,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco boschmai,47629.24073,lizard,1936,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco rhytisma,1186.768402,lizard,1983,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco spilonotus,36583.68002,lizard,1872,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco supriatnai,240.763672,lizard,2007,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco timorensis,35694.24547,lizard,1820,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Draco walkeri,52114.08233,lizard,1891,AGAMIDAE,NC,0,Oriental,1,0.5,0,40,0.901960784,30,0.991273997,2.44661739
Lepidodactylus intermedius,18.766272,lizard,1964,GEKKONIDAE,NC,0,Oriental,0.998355263,0.5,1,31,0.924019608,100,0.970913322,2.445821728
Lepidodactylus lombocensis,4621.156554,lizard,1929,GEKKONIDAE,NC,0,Oriental,0.998355263,0.5,1,31,0.924019608,100,0.970913322,2.445821728
Lepidodactylus oligoporus,10.047489,lizard,2007,GEKKONIDAE,DD,0,Oceanina,0.998355263,0.5,1,31,0.924019608,100,0.970913322,2.445821728
Lepidodactylus pulcher,7503.707556,lizard,1885,GEKKONIDAE,DD,0,Oceanina,0.998355263,0.5,1,31,0.924019608,100,0.970913322,2.445821728
Anilios longissimus,2308.859676,snake,1998,TYPHLOPIDAE,DD,0,Australian,1,0.5,0,45,0.889705882,2,0.999418266,2.444562074
Hebius arquus,145106.4318,snake,2010,NATRICIDAE,DD,0,Oriental,1,0.5,0,44,0.892156863,12,0.996509599,2.444333231
Hebius celebicum,73526.00081,snake,1878,NATRICIDAE,NC,0,Oriental,1,0.5,0,44,0.892156863,12,0.996509599,2.444333231
Hebius viperinum,483.799921,snake,1901,NATRICIDAE,DD,0,Oriental,1,0.5,0,44,0.892156863,12,0.996509599,2.444333231
Lepidodactylus paurolepis,1.393027,lizard,1995,GEKKONIDAE,DD,0,Oceanina,0.996710526,0.5,2,31,0.924019608,99,0.971204188,2.444322424
Dendrelaphis fuliginosus,37314.03416,snake,1909,COLUBRIDAE,NC,0,Oriental,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Dendrelaphis grismeri,18451.54296,snake,2008,COLUBRIDAE,NC,0,Oceanina,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Dendrelaphis levitoni,11843.96816,snake,2012,COLUBRIDAE,NC,0,Oriental,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Dendrelaphis luzonensis,92364.43474,snake,1961,COLUBRIDAE,NC,0,Oriental,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Dendrelaphis modestus,22287.05523,snake,1894,COLUBRIDAE,NC,0,Oceanina,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Dendrelaphis papuensis,94834.86405,snake,1895,COLUBRIDAE,DD,0,Oceanina,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Dendrelaphis philippinensis,137818.7406,snake,1879,COLUBRIDAE,NC,0,Oriental,1,0.5,0,41,0.899509804,47,0.986329261,2.442919533
Typhlops catapontus,8988.774323,snake,1966,TYPHLOPIDAE,DD,0,Panamanian,1,0.5,0,45,0.889705882,14,0.995927865,2.442816874
Typhlops oxyrhinus,1424.809971,snake,2011,TYPHLOPIDAE,NC,0,Panamanian,1,0.5,0,45,0.889705882,14,0.995927865,2.442816874
Dendrelaphis flavescens,693.942297,snake,1994,COLUBRIDAE,NC,0,Oriental,0.998355263,0.5,1,41,0.899509804,46,0.986620128,2.441420229
Dendrelaphis underwoodi,47353.05857,snake,2008,COLUBRIDAE,DD,0,Oriental,0.998355263,0.5,1,41,0.899509804,46,0.986620128,2.441420229
Dendrelaphis humayuni,17.48816,snake,1973,COLUBRIDAE,NC,0,Oriental,0.996710526,0.5,2,41,0.899509804,45,0.986910995,2.439920926
Typhlops lumbricalis,2056.690133,snake,1758,TYPHLOPIDAE,NC,0,Panamanian,0.995065789,0.5,3,45,0.889705882,11,0.996800465,2.438318963
Japalura polygonata,18051.79002,lizard,1861,AGAMIDAE,NC,0,Oriental,0.978618421,0.5,13,27,0.933823529,57,0.983420593,2.437240482
Scincella macrotis,1579.948253,lizard,1867,SCINCIDAE,NC,0,Oriental,1,0.5,0,34,0.916666667,146,0.95753345,2.437100058
Carlia babarensis,3862.654538,lizard,1926,SCINCIDAE,NC,0,Oriental,1,0.5,0,43,0.894607843,73,0.978766725,2.436687284
Carlia beccarii,2479.465929,lizard,1878,SCINCIDAE,NC,0,Oceanina,1,0.5,0,43,0.894607843,73,0.978766725,2.436687284
Carlia leucotaenia,18197.04852,lizard,1860,SCINCIDAE,NC,0,Oceanina,1,0.5,0,43,0.894607843,73,0.978766725,2.436687284
Carlia quinquecarinata,10.470547,lizard,1877,SCINCIDAE,DD,0,Oceanina,1,0.5,0,43,0.894607843,73,0.978766725,2.436687284
Carlia tutela,2762.534227,lizard,2004,SCINCIDAE,NC,0,Oceanina,1,0.5,0,43,0.894607843,73,0.978766725,2.436687284
Tarentola rudis,1937.168823,lizard,1906,PHYLLODACTYLIDAE,DD,0,Afrotropical,1,0.5,0,31,0.924019608,183,0.946771379,2.435395493
Carlia peronii,15631.80968,lizard,1839,SCINCIDAE,NC,0,Oriental,0.998355263,0.5,1,43,0.894607843,72,0.979057592,2.435187981
Cryptoblepharus ahli,2.301377,lizard,1928,SCINCIDAE,NC,0,Afrotropical,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus aldabrae,169.555014,lizard,1918,SCINCIDAE,NC,0,Madagascan,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus balinensis,151783.3961,lizard,1911,SCINCIDAE,NC,0,Oriental,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus burdeni,5364.504095,lizard,1927,SCINCIDAE,NC,0,Oriental,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus cognatus,319.372332,lizard,1881,SCINCIDAE,NC,0,Madagascan,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus cursor,9844.633796,lizard,1911,SCINCIDAE,NC,0,Oriental,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus eximius,4164.638393,lizard,1858,SCINCIDAE,NC,0,Oceanina,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus gurrmul,321.063008,lizard,2007,SCINCIDAE,DD,0,Australian,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus keiensis,1077.192569,lizard,1910,SCINCIDAE,NC,0,Oceanina,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus novohebridicus,10616.64736,lizard,1928,SCINCIDAE,NC,0,Australian,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus schlegelianus,14787.77813,lizard,1928,SCINCIDAE,NC,0,Oriental,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Cryptoblepharus xenikos,49479.45311,lizard,2007,SCINCIDAE,DD,0,Oceanina,1,0.5,0,51,0.875,23,0.993310064,2.434155032
Ameiva fuliginosa,11.848587,lizard,1892,TEIIDAE,NC,0,Neotropical,0.996710526,0.5,2,31,0.924019608,187,0.945607912,2.431524286
Chalcides coeruleopunctatus,660.383213,lizard,1975,SCINCIDAE,NC,0,Palearctic,0.998355263,0.5,1,31,0.924019608,213,0.938045375,2.429387755
Cryptoblepharus boutonii,9.804474,lizard,1831,SCINCIDAE,NC,0,Afrotropical,0.993421053,0.5,4,51,0.875,19,0.994473531,2.428157818
Phyllodactylus baurii,205.771486,lizard,1892,PHYLLODACTYLIDAE,DD,0,Neotropical,1,0.5,0,53,0.870098039,49,0.985747528,2.427922783
Gehyra leopoldi,3266.196116,lizard,1930,GEKKONIDAE,DD,0,Oceanina,1,0.5,0,45,0.889705882,130,0.962187318,2.4259466
Gehyra marginata,22924.92496,lizard,1887,GEKKONIDAE,NC,0,Oceanina,1,0.5,0,45,0.889705882,130,0.962187318,2.4259466
Gehyra membranacruralis,74343.42098,lizard,1989,GEKKONIDAE,NC,0,Oceanina,1,0.5,0,45,0.889705882,130,0.962187318,2.4259466
Gehyra vorax,28903.06984,lizard,1858,GEKKONIDAE,NC,0,Australian,0.998355263,0.5,1,45,0.889705882,129,0.962478185,2.424447297
Lycodon hypsirhinoides,5990.331966,snake,1868,COLUBRIDAE,NC,0,Oriental,1,0.5,0,55,0.865196078,58,0.983129727,2.424162903
Lycodon stormi,28685.38948,snake,1892,COLUBRIDAE,NC,0,Oriental,1,0.5,0,55,0.865196078,58,0.983129727,2.424162903
Phyllodactylus paralepis,60.31532,lizard,2013,PHYLLODACTYLIDAE,NC,0,Panamanian,0.995065789,0.5,3,53,0.870098039,46,0.986620128,2.423424873
Gehyra georgpotthasti,1903.649161,lizard,2012,GEKKONIDAE,NC,0,Oceanina,0.996710526,0.5,2,45,0.889705882,128,0.962769052,2.422947993
Calamaria abstrusa,4126.067293,snake,1965,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria alidae,69275.07664,snake,1920,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria ceramensis,18370.02181,snake,1913,COLUBRIDAE,NC,0,Oceanina,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria forcarti,4623.627095,snake,1965,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria joloensis,1391.808818,snake,1922,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria margaritophora,190910.052,snake,1860,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria mecheli,196499.9421,snake,1901,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Calamaria palawanensis,11627.80989,snake,1965,COLUBRIDAE,DD,0,Oriental,1,0.5,0,63,0.845588235,4,0.998836533,2.422212384
Boiga andamanensis,5990.331966,snake,1909,COLUBRIDAE,NC,0,Oriental,1,0.5,0,34,0.916666667,294,0.914485166,2.415575916
Boiga barnesii,12810.10333,snake,1869,COLUBRIDAE,NC,0,Oriental,1,0.5,0,34,0.916666667,294,0.914485166,2.415575916
Boiga wallachi,1865.705461,snake,1998,COLUBRIDAE,DD,0,Oriental,1,0.5,0,34,0.916666667,294,0.914485166,2.415575916
Boiga hoeseli,39214.75798,snake,2010,COLUBRIDAE,NC,0,Oriental,0.998355263,0.5,1,34,0.916666667,293,0.914776033,2.414076613
Phelsuma borbonica,24.385303,lizard,1966,GEKKONIDAE,NC,0,Oceanina,0.996710526,0.5,2,52,0.87254902,138,0.959860384,2.412915228
Phelsuma nigra,2040.200331,lizard,1913,GEKKONIDAE,NC,0,Madagascan,0.996710526,0.5,2,52,0.87254902,138,0.959860384,2.412915228
Phelsuma rosagularis,1872.582255,lizard,1969,GEKKONIDAE,NC,0,Oceanina,0.996710526,0.5,2,52,0.87254902,138,0.959860384,2.412915228
Oligosoma notosaurus,1726.311863,lizard,1990,SCINCIDAE,DD,0,Australian,1,0.5,0,44,0.892156863,235,0.931646306,2.411901584
Oligosoma roimata,1.371424,lizard,2013,SCINCIDAE,NC,0,Australian,0.998355263,0.5,1,44,0.892156863,234,0.931937173,2.410402281
Lygodactylus howelli,1564.878909,lizard,1873,GEKKONIDAE,NC,0,Afrotropical,1,0.5,0,68,0.833333333,49,0.985747528,2.40954043
Oligosoma townsi,322.907458,lizard,2008,SCINCIDAE,NC,0,Australian,0.996710526,0.5,2,44,0.892156863,233,0.93222804,2.408902977
Phelsuma guimbeaui,1877.187002,lizard,1963,GEKKONIDAE,NC,2,Oceanina,0.991776316,0.5,5,52,0.87254902,135,0.960732984,2.408417318
Lygodactylus thomensis,44.685973,lizard,1881,GEKKONIDAE,NC,0,Afrotropical,0.995065789,0.5,3,68,0.833333333,46,0.986620128,2.40504252
Oligosoma moco,563.757829,lizard,1839,SCINCIDAE,NC,1,Australian,0.991776316,0.5,5,44,0.892156863,230,0.93310064,2.404405067
Phelsuma ornata,882.071264,lizard,1825,GEKKONIDAE,NC,2,Oceanina,0.985197368,0.5,9,52,0.87254902,131,0.961896451,2.402420104
Oligodon calamarius,66196.88174,snake,1758,COLUBRIDAE,DD,0,Oriental,1,0.5,0,74,0.818627451,52,0.984874927,2.401751189
Oligodon notospilus,110124.18,snake,1873,COLUBRIDAE,NC,0,Oriental,1,0.5,0,74,0.818627451,52,0.984874927,2.401751189
Oligodon vertebralis,155757.9731,snake,1865,COLUBRIDAE,DD,0,Oriental,1,0.5,0,74,0.818627451,52,0.984874927,2.401751189
Oligodon waandersi,22448.36053,snake,1860,COLUBRIDAE,NC,0,Oriental,1,0.5,0,74,0.818627451,52,0.984874927,2.401751189
Oligodon woodmasoni,212.141815,snake,1891,COLUBRIDAE,NC,0,Oriental,1,0.5,0,74,0.818627451,52,0.984874927,2.401751189
Oligosoma hardyi,439.284752,lizard,2008,SCINCIDAE,NC,0,Australian,0.988486842,0.5,7,44,0.892156863,228,0.933682373,2.40140646
Oligosoma smithi,529.850717,lizard,1845,SCINCIDAE,NC,1,Australian,0.986842105,0.5,8,44,0.892156863,227,0.93397324,2.399907157
Bothrops insularis,9.996281,snake,1921,VIPERIDAE,CR,1,Neotropical,0.909539474,1,55,55,0.865196078,3063,0.109075044,2.396675035
Oligosoma aeneum,106674.6739,lizard,1858,SCINCIDAE,NC,0,Australian,0.981907895,0.5,11,44,0.892156863,224,0.934845841,2.395409246
Aldabrachelys gigantea,164.63215,turtle,1812,TESTUDINIDAE,NC,3,Madagascan,0.894736842,0.5,64,0,1,0,1,2.394736842
Calotes ceylonensis,31880.21102,lizard,1887,AGAMIDAE,NC,0,Oriental,1,0.5,0,41,0.899509804,384,0.888307155,2.39390848
Calotes nigriplicatus,794.69945,lizard,2000,AGAMIDAE,NC,0,Oceanina,1,0.5,0,41,0.899509804,384,0.888307155,2.39390848
Emoia jamur,17746.2303,lizard,1991,SCINCIDAE,DD,0,Oceanina,1,0.5,0,76,0.81372549,96,0.972076789,2.39290114
Emoia kitcheneri,10711.43979,lizard,1998,SCINCIDAE,NC,0,Oriental,1,0.5,0,76,0.81372549,96,0.972076789,2.39290114
Emoia klossi,20185.24799,lizard,1914,SCINCIDAE,DD,0,Oceanina,1,0.5,0,76,0.81372549,96,0.972076789,2.39290114
Emoia kuekenthali,3125.518294,lizard,1895,SCINCIDAE,NC,0,Oceanina,1,0.5,0,76,0.81372549,96,0.972076789,2.39290114
Emoia mivarti,19720.34849,lizard,1887,SCINCIDAE,DD,0,Oceanina,1,0.5,0,76,0.81372549,96,0.972076789,2.39290114
